m,n,k,b,p,q,algo,lookahead,gflops
512,512,512,64,2,2,p2p,0,25.014952
512,512,512,64,2,2,p2p,0,26.441633
512,512,512,64,2,2,p2p,0,26.423414
512,512,512,64,2,2,p2p,0,25.811101
512,512,512,64,2,2,p2p,0,25.618959
512,512,512,64,2,2,bcast,0,23.249217
512,512,512,64,2,2,bcast,0,21.372250
512,512,512,64,2,2,bcast,0,22.217799
512,512,512,64,2,2,bcast,0,25.115592
512,512,512,64,2,2,bcast,0,25.714671
512,512,512,64,2,2,p2p-i-la,1,22.502763
512,512,512,64,2,2,p2p-i-la,1,23.784818
512,512,512,64,2,2,p2p-i-la,1,22.984455
512,512,512,64,2,2,p2p-i-la,1,23.047605
512,512,512,64,2,2,p2p-i-la,1,22.986424
512,512,512,64,2,2,p2p-i-la,2,21.307784
512,512,512,64,2,2,p2p-i-la,2,22.978553
512,512,512,64,2,2,p2p-i-la,2,22.405096
512,512,512,64,2,2,p2p-i-la,2,20.642529
512,512,512,64,2,2,p2p-i-la,2,21.695260
512,512,512,64,2,2,p2p-i-la,3,21.063673
512,512,512,64,2,2,p2p-i-la,3,22.399487
512,512,512,64,2,2,p2p-i-la,3,22.958901
512,512,512,64,2,2,p2p-i-la,3,22.828086
512,512,512,64,2,2,p2p-i-la,3,21.225228
512,512,512,64,2,2,p2p-i-la,4,21.691754
512,512,512,64,2,2,p2p-i-la,4,23.029809
512,512,512,64,2,2,p2p-i-la,4,22.593675
512,512,512,64,2,2,p2p-i-la,4,22.250950
512,512,512,64,2,2,p2p-i-la,4,21.628833
512,512,512,64,2,2,p2p-i-la,5,20.679104
512,512,512,64,2,2,p2p-i-la,5,22.126232
512,512,512,64,2,2,p2p-i-la,5,21.176670
512,512,512,64,2,2,p2p-i-la,5,21.902370
512,512,512,64,2,2,p2p-i-la,5,21.740946
512,512,512,64,2,2,p2p-i-la,6,19.120697
512,512,512,64,2,2,p2p-i-la,6,20.744626
512,512,512,64,2,2,p2p-i-la,6,20.359155
512,512,512,64,2,2,p2p-i-la,6,18.637469
512,512,512,64,2,2,p2p-i-la,6,21.547235
512,512,512,64,2,2,p2p-i-la,7,20.722205
512,512,512,64,2,2,p2p-i-la,7,21.783289
512,512,512,64,2,2,p2p-i-la,7,22.095272
512,512,512,64,2,2,p2p-i-la,7,22.029992
512,512,512,64,2,2,p2p-i-la,7,21.602724
512,512,512,64,2,2,p2p-i-la,8,20.090970
512,512,512,64,2,2,p2p-i-la,8,21.583618
512,512,512,64,2,2,p2p-i-la,8,22.031801
512,512,512,64,2,2,p2p-i-la,8,22.291601
512,512,512,64,2,2,p2p-i-la,8,19.612440
1024,1024,1024,64,2,2,p2p,0,34.224482
1024,1024,1024,64,2,2,p2p,0,34.705124
1024,1024,1024,64,2,2,p2p,0,33.780340
1024,1024,1024,64,2,2,p2p,0,34.052448
1024,1024,1024,64,2,2,p2p,0,34.275282
1024,1024,1024,64,2,2,bcast,0,34.549901
1024,1024,1024,64,2,2,bcast,0,34.494404
1024,1024,1024,64,2,2,bcast,0,34.873636
1024,1024,1024,64,2,2,bcast,0,34.499947
1024,1024,1024,64,2,2,bcast,0,34.532123
1024,1024,1024,64,2,2,p2p-i-la,1,28.763896
1024,1024,1024,64,2,2,p2p-i-la,1,31.025828
1024,1024,1024,64,2,2,p2p-i-la,1,29.629457
1024,1024,1024,64,2,2,p2p-i-la,1,27.841669
1024,1024,1024,64,2,2,p2p-i-la,1,28.474797
1024,1024,1024,64,2,2,p2p-i-la,2,29.161126
1024,1024,1024,64,2,2,p2p-i-la,2,29.128691
1024,1024,1024,64,2,2,p2p-i-la,2,28.181461
1024,1024,1024,64,2,2,p2p-i-la,2,29.078205
1024,1024,1024,64,2,2,p2p-i-la,2,27.205376
1024,1024,1024,64,2,2,p2p-i-la,3,27.390675
1024,1024,1024,64,2,2,p2p-i-la,3,29.321986
1024,1024,1024,64,2,2,p2p-i-la,3,26.900035
1024,1024,1024,64,2,2,p2p-i-la,3,26.765924
1024,1024,1024,64,2,2,p2p-i-la,3,26.894310
1024,1024,1024,64,2,2,p2p-i-la,4,27.062754
1024,1024,1024,64,2,2,p2p-i-la,4,29.415168
1024,1024,1024,64,2,2,p2p-i-la,4,28.314484
1024,1024,1024,64,2,2,p2p-i-la,4,27.052868
1024,1024,1024,64,2,2,p2p-i-la,4,27.067189
1024,1024,1024,64,2,2,p2p-i-la,5,28.884605
1024,1024,1024,64,2,2,p2p-i-la,5,27.194008
1024,1024,1024,64,2,2,p2p-i-la,5,25.474906
1024,1024,1024,64,2,2,p2p-i-la,5,27.715189
1024,1024,1024,64,2,2,p2p-i-la,5,26.074985
1024,1024,1024,64,2,2,p2p-i-la,6,28.563801
1024,1024,1024,64,2,2,p2p-i-la,6,27.488142
1024,1024,1024,64,2,2,p2p-i-la,6,28.324941
1024,1024,1024,64,2,2,p2p-i-la,6,26.077518
1024,1024,1024,64,2,2,p2p-i-la,6,25.242241
1024,1024,1024,64,2,2,p2p-i-la,7,29.070333
1024,1024,1024,64,2,2,p2p-i-la,7,28.134939
1024,1024,1024,64,2,2,p2p-i-la,7,27.528665
1024,1024,1024,64,2,2,p2p-i-la,7,28.363099
1024,1024,1024,64,2,2,p2p-i-la,7,27.405705
1024,1024,1024,64,2,2,p2p-i-la,8,28.013457
1024,1024,1024,64,2,2,p2p-i-la,8,29.504074
1024,1024,1024,64,2,2,p2p-i-la,8,27.055253
1024,1024,1024,64,2,2,p2p-i-la,8,26.226566
1024,1024,1024,64,2,2,p2p-i-la,8,26.814051
1024,1024,1024,64,2,2,p2p-i-la,9,29.131853
1024,1024,1024,64,2,2,p2p-i-la,9,29.914659
1024,1024,1024,64,2,2,p2p-i-la,9,29.148460
1024,1024,1024,64,2,2,p2p-i-la,9,28.419778
1024,1024,1024,64,2,2,p2p-i-la,9,25.656301
1024,1024,1024,64,2,2,p2p-i-la,10,28.450274
1024,1024,1024,64,2,2,p2p-i-la,10,29.207531
1024,1024,1024,64,2,2,p2p-i-la,10,26.816728
1024,1024,1024,64,2,2,p2p-i-la,10,27.307082
1024,1024,1024,64,2,2,p2p-i-la,10,26.443586
1024,1024,1024,64,2,2,p2p-i-la,11,28.951193
1024,1024,1024,64,2,2,p2p-i-la,11,30.106741
1024,1024,1024,64,2,2,p2p-i-la,11,29.136992
1024,1024,1024,64,2,2,p2p-i-la,11,28.170370
1024,1024,1024,64,2,2,p2p-i-la,11,26.842539
1024,1024,1024,64,2,2,p2p-i-la,12,27.451600
1024,1024,1024,64,2,2,p2p-i-la,12,29.097512
1024,1024,1024,64,2,2,p2p-i-la,12,27.300836
1024,1024,1024,64,2,2,p2p-i-la,12,27.808860
1024,1024,1024,64,2,2,p2p-i-la,12,25.676853
1024,1024,1024,64,2,2,p2p-i-la,13,28.504277
1024,1024,1024,64,2,2,p2p-i-la,13,29.963493
1024,1024,1024,64,2,2,p2p-i-la,13,28.770445
1024,1024,1024,64,2,2,p2p-i-la,13,27.020870
1024,1024,1024,64,2,2,p2p-i-la,13,26.513453
1024,1024,1024,64,2,2,p2p-i-la,14,28.212560
1024,1024,1024,64,2,2,p2p-i-la,14,27.094508
1024,1024,1024,64,2,2,p2p-i-la,14,27.246107
1024,1024,1024,64,2,2,p2p-i-la,14,27.701245
