m,n,k,b,p,q,algo,lookahead,gflops
1536,3072,1536,256,2,2,p2p-i-la,4,72.600268
1536,3072,1536,256,2,2,p2p-i-la,4,76.366941
1536,3072,1536,256,2,2,p2p-i-la,4,73.625395
1536,3072,1536,256,2,2,p2p-i-la,4,73.122512
1536,3072,1536,256,2,2,p2p-i-la,4,72.372635
2048,2048,2048,256,2,2,p2p-i-la,4,75.522218
2048,2048,2048,256,2,2,p2p-i-la,4,78.507115
2048,2048,2048,256,2,2,p2p-i-la,4,77.895928
2048,2048,2048,256,2,2,p2p-i-la,4,77.131775
2048,2048,2048,256,2,2,p2p-i-la,4,76.043364
3072,1536,1536,256,2,2,p2p-i-la,5,74.063266
3072,1536,1536,256,2,2,p2p-i-la,5,78.058356
3072,1536,1536,256,2,2,p2p-i-la,5,77.121849
3072,1536,1536,256,2,2,p2p-i-la,5,77.124313
3072,1536,1536,256,2,2,p2p-i-la,5,77.122258
3072,1536,3072,256,2,2,p2p-i-la,2,78.459310
3072,1536,3072,256,2,2,p2p-i-la,2,80.007698
3072,1536,3072,256,2,2,p2p-i-la,2,79.836286
3072,1536,3072,256,2,2,p2p-i-la,2,79.351172
3072,1536,3072,256,2,2,p2p-i-la,2,78.813167
1536,3072,1536,256,2,2,p2p-i-la,5,72.637375
1536,3072,1536,256,2,2,p2p-i-la,5,76.137105
1536,3072,1536,256,2,2,p2p-i-la,5,75.155748
1536,3072,1536,256,2,2,p2p-i-la,5,73.899021
1536,3072,1536,256,2,2,p2p-i-la,5,70.760913
2048,2048,2048,256,2,2,p2p-i-la,5,75.337088
2048,2048,2048,256,2,2,p2p-i-la,5,78.689426
2048,2048,2048,256,2,2,p2p-i-la,5,77.356136
2048,2048,2048,256,2,2,p2p-i-la,5,77.430746
2048,2048,2048,256,2,2,p2p-i-la,5,76.505946
3072,1536,1536,256,2,2,p2p-i-la,6,74.353515
3072,1536,1536,256,2,2,p2p-i-la,6,77.979827
3072,1536,1536,256,2,2,p2p-i-la,6,78.129877
3072,1536,1536,256,2,2,p2p-i-la,6,75.934891
3072,1536,1536,256,2,2,p2p-i-la,6,76.261680
1536,3072,1536,256,2,2,p2p-i-la,6,74.045485
1536,3072,1536,256,2,2,p2p-i-la,6,73.637734
1536,3072,1536,256,2,2,p2p-i-la,6,75.561228
1536,3072,1536,256,2,2,p2p-i-la,6,73.521205
1536,3072,1536,256,2,2,p2p-i-la,6,74.520554
2048,2048,2048,256,2,2,p2p-i-la,6,74.420376
2048,2048,2048,256,2,2,p2p-i-la,6,77.844748
2048,2048,2048,256,2,2,p2p-i-la,6,78.362089
2048,2048,2048,256,2,2,p2p-i-la,6,78.194101
2048,2048,2048,256,2,2,p2p-i-la,6,78.087475
3072,1536,3072,256,2,2,p2p-i-la,3,77.922610
3072,1536,3072,256,2,2,p2p-i-la,3,80.271318
3072,1536,3072,256,2,2,p2p-i-la,3,79.447935
3072,1536,3072,256,2,2,p2p-i-la,3,79.835185
3072,1536,3072,256,2,2,p2p-i-la,3,79.118588
1536,3072,1536,256,2,2,p2p-i-la,7,73.794061
1536,3072,1536,256,2,2,p2p-i-la,7,75.216974
1536,3072,1536,256,2,2,p2p-i-la,7,75.278301
1536,3072,1536,256,2,2,p2p-i-la,7,72.952128
1536,3072,1536,256,2,2,p2p-i-la,7,74.730321
3584,1792,1792,256,2,2,p2p,0,80.076885
3584,1792,1792,256,2,2,p2p,0,78.654577
3584,1792,1792,256,2,2,p2p,0,77.993638
3584,1792,1792,256,2,2,p2p,0,78.542926
3584,1792,1792,256,2,2,p2p,0,78.868016
2048,2048,2048,256,2,2,p2p-i-la,7,74.683392
2048,2048,2048,256,2,2,p2p-i-la,7,78.943624
2048,2048,2048,256,2,2,p2p-i-la,7,77.340117
2048,2048,2048,256,2,2,p2p-i-la,7,76.817929
2048,2048,2048,256,2,2,p2p-i-la,7,77.714810
1536,3072,1536,256,2,2,p2p-i-la,8,71.575367
1536,3072,1536,256,2,2,p2p-i-la,8,76.578747
1536,3072,1536,256,2,2,p2p-i-la,8,74.931194
1536,3072,1536,256,2,2,p2p-i-la,8,75.662986
1536,3072,1536,256,2,2,p2p-i-la,8,74.892480
3584,1792,1792,256,2,2,bcast,0,78.974900
3584,1792,1792,256,2,2,bcast,0,77.155759
3584,1792,1792,256,2,2,bcast,0,78.013199
3584,1792,1792,256,2,2,bcast,0,79.119039
3584,1792,1792,256,2,2,bcast,0,80.003130
3072,1536,3072,256,2,2,p2p-i-la,4,77.580634
3072,1536,3072,256,2,2,p2p-i-la,4,79.410073
3072,1536,3072,256,2,2,p2p-i-la,4,79.473638
3072,1536,3072,256,2,2,p2p-i-la,4,79.444671
3072,1536,3072,256,2,2,p2p-i-la,4,79.113190
1536,3072,1536,256,2,2,p2p-i-la,9,71.628771
1536,3072,1536,256,2,2,p2p-i-la,9,73.421405
1536,3072,1536,256,2,2,p2p-i-la,9,76.055612
1536,3072,1536,256,2,2,p2p-i-la,9,74.180763
1536,3072,1536,256,2,2,p2p-i-la,9,76.202747
1536,3072,1536,256,2,2,p2p-i-la,10,71.645410
1536,3072,1536,256,2,2,p2p-i-la,10,76.577535
1536,3072,1536,256,2,2,p2p-i-la,10,73.010549
1536,3072,1536,256,2,2,p2p-i-la,10,75.489216
1536,3072,1536,256,2,2,p2p-i-la,10,74.406565
3584,1792,1792,256,2,2,p2p-i-la,1,76.694564
3584,1792,1792,256,2,2,p2p-i-la,1,77.908107
3584,1792,1792,256,2,2,p2p-i-la,1,77.805147
3584,1792,1792,256,2,2,p2p-i-la,1,77.312539
3584,1792,1792,256,2,2,p2p-i-la,1,78.524975
3072,1536,3072,256,2,2,p2p-i-la,5,77.265316
3072,1536,3072,256,2,2,p2p-i-la,5,80.285986
3072,1536,3072,256,2,2,p2p-i-la,5,79.519849
3072,1536,3072,256,2,2,p2p-i-la,5,80.436796
3072,1536,3072,256,2,2,p2p-i-la,5,79.293004
1536,3072,1536,256,2,2,p2p-i-la,11,71.277966
1536,3072,1536,256,2,2,p2p-i-la,11,77.079201
1536,3072,1536,256,2,2,p2p-i-la,11,74.729162
1536,3072,1536,256,2,2,p2p-i-la,11,76.410418
1536,3072,1536,256,2,2,p2p-i-la,11,73.378665
3584,1792,1792,256,2,2,p2p-i-la,2,77.094256
3584,1792,1792,256,2,2,p2p-i-la,2,78.539715
3584,1792,1792,256,2,2,p2p-i-la,2,77.153169
3584,1792,1792,256,2,2,p2p-i-la,2,77.234200
3584,1792,1792,256,2,2,p2p-i-la,2,77.787790
1536,3072,1536,256,2,2,p2p-i-la,12,72.463081
1536,3072,1536,256,2,2,p2p-i-la,12,76.464835
1536,3072,1536,256,2,2,p2p-i-la,12,77.580009
1536,3072,1536,256,2,2,p2p-i-la,12,74.893252
1536,3072,1536,256,2,2,p2p-i-la,12,76.000981
3072,1536,3072,256,2,2,p2p-i-la,6,78.222633
3072,1536,3072,256,2,2,p2p-i-la,6,79.558915
3072,1536,3072,256,2,2,p2p-i-la,6,80.020947
3072,1536,3072,256,2,2,p2p-i-la,6,79.050199
3072,1536,3072,256,2,2,p2p-i-la,6,80.029340
3072,3072,3072,256,2,2,p2p,0,81.202472
3072,3072,3072,256,2,2,p2p,0,81.377527
3072,3072,3072,256,2,2,p2p,0,81.569286
3072,3072,3072,256,2,2,p2p,0,81.367024
3072,3072,3072,256,2,2,p2p,0,81.975687
3584,1792,1792,256,2,2,p2p-i-la,3,77.477526
3584,1792,1792,256,2,2,p2p-i-la,3,79.260711
3584,1792,1792,256,2,2,p2p-i-la,3,78.049171
3584,1792,1792,256,2,2,p2p-i-la,3,80.945893
3584,1792,1792,256,2,2,p2p-i-la,3,78.370448
1792,3584,1792,256,2,2,p2p,0,79.190084
1792,3584,1792,256,2,2,p2p,0,78.833981
1792,3584,1792,256,2,2,p2p,0,80.550736
1792,3584,1792,256,2,2,p2p,0,78.832364
1792,3584,1792,256,2,2,p2p,0,79.287464
3584,1792,1792,256,2,2,p2p-i-la,4,77.026405
3584,1792,1792,256,2,2,p2p-i-la,4,77.313583
3584,1792,1792,256,2,2,p2p-i-la,4,77.247162
3584,1792,1792,256,2,2,p2p-i-la,4,77.853826
3584,1792,1792,256,2,2,p2p-i-la,4,76.307092
1792,3584,1792,256,2,2,bcast,0,77.556881
1792,3584,1792,256,2,2,bcast,0,78.674470
1792,3584,1792,256,2,2,bcast,0,78.759533
1792,3584,1792,256,2,2,bcast,0,79.101366
1792,3584,1792,256,2,2,bcast,0,78.819138
3584,1792,3584,256,2,2,p2p,0,81.165672
3584,1792,3584,256,2,2,p2p,0,81.689342
3584,1792,3584,256,2,2,p2p,0,81.285482
3584,1792,3584,256,2,2,p2p,0,81.652104
3584,1792,3584,256,2,2,p2p,0,81.462830
3072,3072,3072,256,2,2,bcast,0,81.406320
3072,3072,3072,256,2,2,bcast,0,81.960623
3072,3072,3072,256,2,2,bcast,0,81.109667
3072,3072,3072,256,2,2,bcast,0,82.011168
3072,3072,3072,256,2,2,bcast,0,82.019058
3584,1792,1792,256,2,2,p2p-i-la,5,76.245421
3584,1792,1792,256,2,2,p2p-i-la,5,77.181888
3584,1792,1792,256,2,2,p2p-i-la,5,79.139444
3584,1792,1792,256,2,2,p2p-i-la,5,76.400552
3584,1792,1792,256,2,2,p2p-i-la,5,77.489784
1792,3584,1792,256,2,2,p2p-i-la,1,76.299252
1792,3584,1792,256,2,2,p2p-i-la,1,77.261681
1792,3584,1792,256,2,2,p2p-i-la,1,76.011519
1792,3584,1792,256,2,2,p2p-i-la,1,75.857962
1792,3584,1792,256,2,2,p2p-i-la,1,76.823576
3584,1792,1792,256,2,2,p2p-i-la,6,77.513791
3584,1792,1792,256,2,2,p2p-i-la,6,79.730447
3584,1792,1792,256,2,2,p2p-i-la,6,79.653197
3584,1792,1792,256,2,2,p2p-i-la,6,78.629050
3584,1792,1792,256,2,2,p2p-i-la,6,77.962471
1792,3584,1792,256,2,2,p2p-i-la,2,76.414755
1792,3584,1792,256,2,2,p2p-i-la,2,77.198713
1792,3584,1792,256,2,2,p2p-i-la,2,76.556058
1792,3584,1792,256,2,2,p2p-i-la,2,75.210803
1792,3584,1792,256,2,2,p2p-i-la,2,76.954817
3584,1792,3584,256,2,2,bcast,0,81.430262
3584,1792,3584,256,2,2,bcast,0,81.275723
3584,1792,3584,256,2,2,bcast,0,80.359236
3584,1792,3584,256,2,2,bcast,0,80.378320
3584,1792,3584,256,2,2,bcast,0,81.310743
3584,1792,1792,256,2,2,p2p-i-la,7,76.437337
3584,1792,1792,256,2,2,p2p-i-la,7,78.141115
3584,1792,1792,256,2,2,p2p-i-la,7,79.876533
3584,1792,1792,256,2,2,p2p-i-la,7,77.961676
3584,1792,1792,256,2,2,p2p-i-la,7,79.492827
1792,3584,1792,256,2,2,p2p-i-la,3,75.094009
1792,3584,1792,256,2,2,p2p-i-la,3,77.901255
1792,3584,1792,256,2,2,p2p-i-la,3,76.079354
1792,3584,1792,256,2,2,p2p-i-la,3,77.738927
1792,3584,1792,256,2,2,p2p-i-la,3,77.424364
3072,3072,3072,256,2,2,p2p-i-la,1,80.311896
3072,3072,3072,256,2,2,p2p-i-la,1,80.048234
3072,3072,3072,256,2,2,p2p-i-la,1,80.509612
3072,3072,3072,256,2,2,p2p-i-la,1,80.394637
3072,3072,3072,256,2,2,p2p-i-la,1,79.481697
1792,3584,1792,256,2,2,p2p-i-la,4,78.242581
1792,3584,1792,256,2,2,p2p-i-la,4,80.349698
1792,3584,1792,256,2,2,p2p-i-la,4,79.960053
1792,3584,1792,256,2,2,p2p-i-la,4,80.230953
1792,3584,1792,256,2,2,p2p-i-la,4,79.214335
3584,1792,3584,256,2,2,p2p-i-la,1,80.092629
3584,1792,3584,256,2,2,p2p-i-la,1,81.224243
3584,1792,3584,256,2,2,p2p-i-la,1,82.210563
3584,1792,3584,256,2,2,p2p-i-la,1,83.632350
3584,1792,3584,256,2,2,p2p-i-la,1,83.474490
1792,3584,1792,256,2,2,p2p-i-la,5,77.648457
1792,3584,1792,256,2,2,p2p-i-la,5,80.927675
1792,3584,1792,256,2,2,p2p-i-la,5,78.856131
1792,3584,1792,256,2,2,p2p-i-la,5,80.136547
1792,3584,1792,256,2,2,p2p-i-la,5,78.770586
3072,3072,3072,256,2,2,p2p-i-la,2,82.072576
3072,3072,3072,256,2,2,p2p-i-la,2,82.779713
3072,3072,3072,256,2,2,p2p-i-la,2,82.156773
3072,3072,3072,256,2,2,p2p-i-la,2,81.853596
3072,3072,3072,256,2,2,p2p-i-la,2,82.225975
1792,3584,1792,256,2,2,p2p-i-la,6,78.742832
1792,3584,1792,256,2,2,p2p-i-la,6,79.564267
1792,3584,1792,256,2,2,p2p-i-la,6,77.493438
1792,3584,1792,256,2,2,p2p-i-la,6,80.063794
1792,3584,1792,256,2,2,p2p-i-la,6,78.627169
3584,1792,3584,256,2,2,p2p-i-la,2,83.886847
3584,1792,3584,256,2,2,p2p-i-la,2,84.462759
3584,1792,3584,256,2,2,p2p-i-la,2,83.544773
3584,1792,3584,256,2,2,p2p-i-la,2,83.122255
3584,1792,3584,256,2,2,p2p-i-la,2,84.271040
1792,3584,1792,256,2,2,p2p-i-la,7,78.377654
1792,3584,1792,256,2,2,p2p-i-la,7,79.894554
1792,3584,1792,256,2,2,p2p-i-la,7,80.755054
1792,3584,1792,256,2,2,p2p-i-la,7,79.171836
1792,3584,1792,256,2,2,p2p-i-la,7,77.346573
3072,3072,3072,256,2,2,p2p-i-la,3,82.765064
3072,3072,3072,256,2,2,p2p-i-la,3,82.506204
3072,3072,3072,256,2,2,p2p-i-la,3,83.172282
3072,3072,3072,256,2,2,p2p-i-la,3,82.685393
3072,3072,3072,256,2,2,p2p-i-la,3,82.363801
3584,1792,3584,256,2,2,p2p-i-la,3,82.782960
3584,1792,3584,256,2,2,p2p-i-la,3,84.714704
3584,1792,3584,256,2,2,p2p-i-la,3,83.170616
3584,1792,3584,256,2,2,p2p-i-la,3,83.342865
3584,1792,3584,256,2,2,p2p-i-la,3,82.943593
1792,3584,1792,256,2,2,p2p-i-la,8,78.643292
1792,3584,1792,256,2,2,p2p-i-la,8,81.405355
1792,3584,1792,256,2,2,p2p-i-la,8,80.939913
1792,3584,1792,256,2,2,p2p-i-la,8,79.740390
1792,3584,1792,256,2,2,p2p-i-la,8,78.114064
1792,3584,1792,256,2,2,p2p-i-la,9,78.668556
1792,3584,1792,256,2,2,p2p-i-la,9,79.602242
1792,3584,1792,256,2,2,p2p-i-la,9,81.568916
1792,3584,1792,256,2,2,p2p-i-la,9,79.119857
1792,3584,1792,256,2,2,p2p-i-la,9,80.122315
3584,1792,3584,256,2,2,p2p-i-la,4,82.582047
3584,1792,3584,256,2,2,p2p-i-la,4,85.218390
3584,1792,3584,256,2,2,p2p-i-la,4,83.352066
3584,1792,3584,256,2,2,p2p-i-la,4,83.733199
3584,1792,3584,256,2,2,p2p-i-la,4,83.786537
1792,3584,1792,256,2,2,p2p-i-la,10,75.031345
1792,3584,1792,256,2,2,p2p-i-la,10,80.026497
1792,3584,1792,256,2,2,p2p-i-la,10,80.008691
1792,3584,1792,256,2,2,p2p-i-la,10,79.313966
1792,3584,1792,256,2,2,p2p-i-la,10,77.668368
